Symbol,Description,Price,Price - Currency,"Price change %, 1 day","Volume, 1 day","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst rating
RYAN,"Ryan Specialty Holdings, Inc.",41.68,USD,-0.3347680535628899,1297436,0.6466699316594414,10662360301.88809,USD,61.177161309261706,0.6813,USD,2862.1739130434785,1.19560019129603,Finance,Buy
JKHY,"Jack Henry & Associates, Inc.",149.87,USD,-2.2438197116952567,1299409,1.643391768149052,10648380416.391626,USD,20.95556363432982,7.1518,USD,21.73483803979641,1.55241014937056,Technology services,Buy
BXP,"BXP, Inc.",66.69,USD,-2.571219868517173,1397054,1.2420387460214288,10647828965.81899,USD,35.83172147001934,1.8612,USD,9299.999999999998,4.09057706355004,Finance,Buy
MOH,Molina Healthcare Inc,203.06,USD,-4.410864755448856,618002,1.0698193344118048,10599731789.703901,USD,,-0.1884,USD,-100.92903989348588,0,Health services,Neutral
WYNN,"Wynn Resorts, Limited",102.79,USD,0.2535843167853361,1247306,0.7398967329086487,10584686254.656883,USD,24.61976958635722,4.1751,USD,23.166558499026475,0.975324295328197,Consumer services,Strong buy
CYTK,"Cytokinetics, Incorporated",75.87,USD,2.3472278429785636,1492023,0.6912497287396266,10547706654.739378,USD,,-7.2229,USD,-41.03370172218533,0,Health technology,Strong buy
SAIL,"SailPoint, Inc.",18.59,USD,-4.813108038914496,2208964,0.668381309006641,10543932031.871479,USD,,-0.2802,USD,78.71144203008662,0,Technology services,Buy
EGO,Eldorado Gold Corporation,40.33,USD,1.51019380820539,1887405,0.7124714831911496,10539029770.488474,USD,14.5742315155524,2.7672128,USD,35.921721788993125,0,Non-energy minerals,Buy
AES,The AES Corporation,14.76,USD,0.2036659877800364,6711470,1.036971509893508,10530353388.29328,USD,5.516107332386576,2.6758,USD,88.92889924451038,4.77800407331976,Utilities,Neutral
NYT,New York Times Company (The),65.27,USD,0.740855070226871,1533674,0.4934324783618935,10526979245.242935,USD,27.23782498017777,2.3963,USD,23.367998352553553,1.2656274116376,Consumer services,Buy
AM,Antero Midstream Corporation,22.15,USD,-1.773835920177393,6190084,2.655184301390813,10514028992.93348,USD,26.584253480556885,0.8332,USD,-11.39940450871969,3.99113082039911,Industrial services,Neutral
RDY,Dr. Reddy's Laboratories Ltd,12.11,USD,-1.303993480032601,2042530,0.799946642286505,10503193983.8125,USD,27.213483146067414,0.445,USD,-44.31931931931932,0.524074979625102,Health technology,Neutral
ALSN,"Allison Transmission Holdings, Inc.",127.11,USD,0.9851434019226144,622438,0.7345833075662653,10496495030.168188,USD,20.179393554532464,6.299,USD,-28.496832928462773,0.889806943672043,Producer manufacturing,Buy
BSY,"Bentley Systems, Incorporated",34.74,USD,-4.139072847682119,1829416,0.6226737582916928,10494707338.331125,USD,38.28943017744958,0.9073,USD,15.934065934065938,0.772626931567329,Technology services,Buy
ZION,Zions Bancorporation N.A.,71.58,USD,-0.8587257617728595,1256332,0.9774899820138021,10447340629.416895,USD,9.118471337579617,7.85,USD,43.201138312233205,2.49307479224377,Finance,Neutral
MP,MP Materials Corp.,58.51,USD,-0.39155600953354436,5738279,0.6844647883963929,10420724505.434626,USD,,-0.3499,USD,43.46421069639684,0,Non-energy minerals,Strong buy
APTV,Aptiv PLC,50.04,USD,0.9685230024213012,3995536,0.6570526745774298,10389972185.78208,USD,29.583210168489504,1.6915,USD,-71.97601020560315,0,Producer manufacturing,Strong buy
EAT,"Brinker International, Inc.",241.71,USD,1.9228336495888687,924254,0.6974099697992796,10366407618.467552,USD,22.17807791826473,10.8986,USD,31.13306301211633,0,Consumer services,Buy
ABVX,Abivax SA,120.73,USD,1.4878950907868278,894804,1.1350094562557793,10363355948.484001,USD,,-5.2547,USD,-41.662847437521904,0,Health technology,Strong buy
ONB,Old National Bancorp,27.07,USD,-0.3680529996319522,2476151,0.7436652206523781,10356170127.160837,USD,12.055758439476262,2.2454,USD,33.31354271804312,2.0979020979021,Finance,Buy
GIL,"Gildan Activewear, Inc.",55.89,USD,-1.4633286318758785,1464749,1.1488550932532138,10350372426.593142,USD,107.86576704545456,0.5181439999999999,USD,-83.88749457014873,1.67004571428571,Consumer non-durables,Strong buy
ONON,On Holding AG,31.31,USD,-2.8243327126008695,10178886,0.8964532498665742,10312653993.400993,USD,20.98666130437697,1.4919,USD,226.7411300919842,0,Consumer non-durables,Buy
FLS,Flowserve Corporation,80.97,USD,0.12365524916532003,1281965,0.8645573857876373,10292321961.203289,USD,28.39358978854718,2.8517,USD,29.30534143466038,1.06343514282181,Producer manufacturing,Buy
ORI,Old Republic International Corporation,42.51,USD,-0.7934655775962739,885241,0.8283465940315582,10263313164.318552,USD,9.31011826544021,4.566,USD,29.326460091769093,2.82380396732789,Finance,Buy
PNR,Pentair plc.,64.1,USD,-3.1136638452237038,2450459,0.9415068742101949,10232793463.10157,USD,16.13106173088054,3.9737,USD,8.53545285698678,1.60217654171705,Producer manufacturing,Buy
SMMT,Summit Therapeutics Inc.,12.78,USD,-4.269662921348317,9878550,2.259708180815908,10195240610.764046,USD,,-1.1192,USD,-11.097875719674398,0,Health technology,Buy
SWKS,"Skyworks Solutions, Inc.",67.73,USD,-2.7147371444987076,3690021,0.8042269316718085,10191521677.75352,USD,35.08417508417509,1.9305,USD,-23.08152043987568,4.07928756104568,Electronic technology,Neutral
APGE,"Apogee Therapeutics, Inc.",134.59,USD,0.029728725380893377,1949998,1.4457573170038214,10186812832.572054,USD,,-4.3345,USD,-6.360267955733316,0,Health technology,Neutral
LTH,"Life Time Group Holdings, Inc.",45.34,USD,0.17675651789660937,2547183,0.7584357182730751,10131764883.12373,USD,24.790857892722403,1.8289,USD,79.02310101801095,0,Consumer services,Strong buy
LKNCY,Luckin Coffee Inc.,35.9,USD,1.670914755026894,784603,0.41717550611713283,10126527946,USD,21.313227261933033,1.6844,USD,-1.0166304283951397,0,Consumer non-durables,Strong buy
SUZ,Suzano S.A.,7.86,USD,-3.0826140567200877,3776923,1.1339113907489078,10072375131.3042,USD,6.264445684227306,1.2547,USD,12.357840064475678,2.26346485819975,Process industries,Strong buy
WLK,Westlake Corporation,78.21,USD,-1.6844751728472704,943229,0.7066104552058554,9994968319.532244,USD,,-9.5896,USD,-1710.041525103813,2.66499057196732,Process industries,Buy
HSIC,"Henry Schein, Inc.",89.52,USD,-0.27848947309791694,1265768,0.8915927398933244,9976693961.834911,USD,26.08695652173913,3.4316,USD,10.347932342915946,0,Distribution services,Buy
PAYP,PayPay Corporation - American Depository Shares,14.97,USD,0.5372733378106116,664567,0.7522626163059604,9955832436,USD,12.127349319507454,1.2344,USD,,0,Commercial services,Strong buy
SOLS,Solstice Advanced Materials Inc.,62.55,USD,-0.15961691939345796,1309487,0.6891949785897441,9935903960.454111,USD,47.4618711586615,1.3179,USD,,0,Process industries,Strong buy
SIRI,SiriusXM Holdings Inc.,29.125,USD,2.3366127898805313,5326611,1.23377923337454,9817072987.658117,USD,11.47195525445092,2.5388,USD,,3.79479971890373,Consumer services,Neutral
OGE,OGE Energy Corp,47.35,USD,-0.3157894736842075,961601,0.7177353443237687,9781623777.463158,USD,20.738437281009112,2.2832,USD,-6.226384097256455,3.57894736842105,Utilities,Neutral
IONS,"Ionis Pharmaceuticals, Inc.",58.63,USD,2.4283717679944106,2000182,0.9089330170049529,9743387329.152166,USD,,-3.4728,USD,-87.54657881946319,0,Health technology,Buy
PODD,Insulet Corporation,139.7,USD,-2.5394167713129723,1948953,0.8998163527029054,9688780743.952837,USD,27.6951746560406,5.0442,USD,53.510453756961574,0,Health technology,Buy
AG,First Majestic Silver Corp.,19.57,USD,1.6095534787123504,7440133,0.7394645356713352,9646177701.503178,USD,28.845382852075808,0.6784448,USD,,0.182059813084112,Non-energy minerals,Strong buy
ESI,Element Solutions Inc.,39.22,USD,1.056428755475384,2660137,0.9532070396662771,9557557542.648287,USD,53.44052323204796,0.7339,USD,-25.906108026249374,0.824529760371038,Process industries,Strong buy
AAL,"American Airlines Group, Inc.",14.43,USD,-2.6972353337828747,40438064,0.8432591958460486,9552225747.491571,USD,,-0.4936,USD,-163.46104397017228,0,Transportation,Buy
RGEN,Repligen Corporation,169.04,USD,1.3247017922435889,658901,0.684817294161996,9539877200.139061,USD,230.39389396210984,0.7337,USD,,0,Health technology,Strong buy
COMP,"Compass, Inc.",12.39,USD,-4.838709677419347,10155357,0.8660071474502243,9511117545.612904,USD,232.45778611632272,0.0533,USD,,0,Finance,Buy
FRO,Frontline Plc,42.18,USD,2.3537976219364203,1919232,1.0198556071780653,9390233472.666828,USD,10.376894312143278,4.0648,USD,159.99744147371118,7.5952438728464,Transportation,Buy
JAN,"Janus Living, Inc.",30.41,USD,-0.7182500816193238,1204882,0.4290152370514616,9362958582.668625,USD,,,,,0,Finance,Strong buy
TEM,"Tempus AI, Inc.",51.64,USD,-0.8829174664107502,2869524,0.6876277429485677,9317650989.550097,USD,,-1.4402,USD,-21.60770075149878,0,Technology services,Buy
CTRE,"CareTrust REIT, Inc.",39.26,USD,1.2638638122259345,1718117,0.7851263688623453,9276871048.202217,USD,24.74473717383083,1.5866,USD,32.349015682349005,3.7400051586278,Finance,Strong buy
ADC,Agree Realty Corporation,74.54,USD,-0.2675943270002524,1625326,1.2118614230707345,9271233547.58978,USD,40.15298427063133,1.8564,USD,10.717480765789942,4.2025689055392,Finance,Buy
CUBE,CubeSmart,41.14,USD,-0.8196721311475321,1496320,0.7823712155657739,9263174726.967213,USD,28.126068229985645,1.4627,USD,-10.854461238420292,5.08678881388621,Finance,Buy
VIRT,"Virtu Financial, Inc.",59.5,USD,-0.8663778740419912,1314703,1.2119426270416627,9234413819.226925,USD,9.875846501128668,6.0248,USD,36.75943160666454,1.59946684438521,Finance,Buy
SYRE,"Spyre Therapeutics, Inc.",104.6,USD,0.9360223873395724,891634,1.1891643464886845,9222975792.807102,USD,,-2.18,USD,28.51287096245286,0,Health technology,Strong buy
RRC,Range Resources Corporation,39.36,USD,-2.3809523809523827,2294303,1.0524787716598385,9197625823.833334,USD,10.86182631012501,3.6237,USD,82.40712775596496,0.942460317460317,Energy minerals,Neutral
TTEK,"Tetra Tech, Inc.",35.82,USD,-1.8898931799506924,2043926,0.8206057220933367,9171511189.937551,USD,21.545864661654136,1.6625,USD,106.08652535019216,0.731306491372227,Industrial services,Buy
AVAV,"AeroVironment, Inc.",181.13,USD,-6.0577770862507165,1081207,0.8501459242599742,9166632761.081375,USD,,-5.4315,USD,-451.9178437216534,0,Electronic technology,Strong buy
COLB,"Columbia Banking System, Inc.",32.34,USD,-1.070663811563152,2609411,1.0036276444057706,9149059438.214132,USD,12.903998084749821,2.5062,USD,-0.5002382086707934,4.49678800856531,Finance,Buy
YMM,Full Truck Alliance Co. Ltd.,8.84,USD,0.34052213393869873,4891790,0.8472496423974993,9140765976,USD,16.152019002375297,0.5473,USD,12.082736022936718,2.64245175936436,Technology services,Strong buy
BRX,Brixmor Property Group Inc.,29.76,USD,-0.7338225483655733,1918158,0.8613787903887924,9132519938.8499,USD,21.234391723153767,1.4015,USD,28.22506861848125,4.03602401601067,Finance,Strong buy
AVTR,"Avantor, Inc.",13.5,USD,-1.1713030746705722,4537082,0.6005071831445113,9130844045.095167,USD,,-0.8468,USD,-184.09136047666337,0,Health technology,Neutral
SIMO,Silicon Motion Technology Corporation,272.7,USD,1.4131647452584648,1215632,0.8280338337870052,9117793768,USD,31.974392345844027,8.5287,USD,259.784855515714,0.740052063964299,Electronic technology,Strong buy
APLD,Applied Digital Corporation,31.18,USD,-0.06410256410256274,13582652,0.8325575755008027,9088007265.533335,USD,,-0.8894,USD,18.887368901048795,0,Technology services,Strong buy
VOYA,"Voya Financial, Inc.",100.14,USD,-1.3593380614657167,882722,0.7983476686242444,9072318351.88948,USD,16.886445651074162,5.9302,USD,18.72509960159362,1.83215130023641,Finance,Buy
SARO,"StandardAero, Inc.",27.39,USD,-1.8279569892473049,2453376,0.6243581777419095,9063883162.17527,USD,28.1964175416924,0.9714,USD,144.62352052379754,0,Transportation,Strong buy
CHWY,"Chewy, Inc.",22.13,USD,-1.2934879571811002,5694216,0.8773681666817948,9060557861.860836,USD,36.73029045643153,0.6025,USD,-32.51568100358423,0,Retail trade,Buy
KT,KT Corporation,19,USD,-0.6276150627615115,991029,0.4848261203167216,9037882379.773027,USD,10.264167251904274,1.8511,USD,39.49510173323286,0,Communications,Buy
IMVT,"Immunovant, Inc.",43.71,USD,4.519368723098998,1216529,1.061553171027628,9028417952.59541,USD,,-2.8093,USD,1.2756536407084698,0,Health technology,Buy
BAH,Booz Allen Hamilton Holding Corporation,74.97,USD,-3.2145623547637427,1543205,0.8685574878283027,9017764330.398914,USD,11.77274226221322,6.3681,USD,-21.793753914549225,2.9434546862897,Commercial services,Neutral
CRNX,"Crinetics Pharmaceuticals, Inc.",84.75,USD,0.05903187721369204,1638517,0.7699708560713604,8989027383.993505,USD,,-5.0453,USD,-22.68206686930092,0,Health technology,Neutral
PCVX,"Vaxcyte, Inc.",60.22,USD,3.7024281040123967,712903,0.7484600936699797,8961054070.902357,USD,,-7.7094,USD,-83.87235260446478,0,Health technology,Strong buy
PB,"Prosperity Bancshares, Inc.",74.48,USD,-0.7594936708860669,700169,0.8048727188371891,8950766422.562027,USD,12.904343607602613,5.7717,USD,5.186710648612203,3.17121918720853,Finance,Buy
WAL,Western Alliance Bancorporation,81.72,USD,-0.728862973760926,629369,0.7165123007906045,8915722918.30758,USD,9.207057392009734,8.8758,USD,16.700852003786686,1.99222546161322,Finance,Buy
SFD,"Smithfield Foods, Inc.",22.61,USD,-0.6590509666080937,1482169,0.8078717856351157,8903081580.577766,USD,8.418348350584555,2.6858,USD,15.982208403506492,4.94288224956063,Consumer non-durables,Buy
PBF,PBF Energy Inc.,75.07,USD,4.481558803061934,2946345,0.8696666653384109,8898560819.107586,USD,6.637782395331358,11.3095,USD,,1.53096729297147,Energy minerals,Neutral
PCOR,"Procore Technologies, Inc.",58.38,USD,-2.3745819397993224,2759830,0.6713251392890871,8871152491.468895,USD,,-0.259,USD,72.92211186617877,0,Technology services,Buy
NNN,"NNN REIT, Inc.",46.16,USD,0.34782608695651435,1731641,1.2716580093500927,8859553965.878262,USD,22.742277183820267,2.0297,USD,-3.513025289979087,5.26086956521739,Finance,Neutral
PRMB,Primo Brands Corporation,24.38,USD,-1.2955465587044546,3544448,0.5721054280922978,8834191632.399189,USD,89.17337234820776,0.2734,USD,,1.78137651821862,Consumer non-durables,Strong buy
BROS,Dutch Bros Inc.,50.42,USD,-3.0757400999615556,4803251,0.8716753190545146,8808666307.090734,USD,71.07414716661968,0.7094,USD,50.6476959014653,0,Consumer services,Strong buy
BRKR,Bruker Corporation,57.67,USD,-0.051993067590989844,1808446,0.6090475955692746,8786561752.520622,USD,,-0.7034,USD,-234.26226379079975,0.346620450606586,Health technology,Buy
WULF,TeraWulf Inc.,17.6,USD,1.2658227848101407,23971629,0.755467630323634,8781848501.265823,USD,,-4.3992,USD,-1179.5811518324608,0,Technology services,Strong buy
QGEN,Qiagen N.V.,42.6,USD,-0.8149010477299218,3196248,0.9787582157176812,8778784625.23865,USD,21.637545713124744,1.9688,USD,9.469001946066173,0.814901047729918,Health technology,Buy
CNM,"Core & Main, Inc.",45.34,USD,-1.3919095258808036,2355787,1.3200536407132386,8774198041.47586,USD,19.234685219752247,2.3572,USD,9.276343238607408,0,Distribution services,Buy
SNAP,Snap Inc.,5.18,USD,-4.251386321626625,67870985,1.3895036988995448,8760404229.622921,USD,,-0.186,USD,42.927278306228914,0,Technology services,Neutral
PL,Planet Labs PBC,24.38,USD,-1.2555690562981054,4693301,0.9016763226107398,8689093575.052248,USD,,-1.1479,USD,-216.83687551752686,0,Technology services,Buy
LEVI,Levi Strauss & Co,22.57,USD,0.08869179600886729,2504453,1.2311398445278874,8686076889.979158,USD,18.46972176759411,1.222,USD,20.72712902588421,2.57206208425721,Consumer non-durables,Buy
KNTK,Kinetik Holdings Inc.,52.98,USD,-0.860778443113774,840819,0.6934970613643604,8682316316.12425,USD,19.185920185413195,2.7614,USD,281.67242570836214,6.00673652694611,Industrial services,Buy
ESTC,Elastic N.V.,83.44,USD,-3.7378864790032407,3442741,1.4444938845648014,8673724007.777573,USD,23.848176517663198,3.4988,USD,,0,Technology services,Buy
OSCR,"Oscar Health, Inc.",31.55,USD,-3.6935286935286853,5939851,0.8441154976785389,8627946323.044872,USD,23.042652643879638,1.3692,USD,,0,Health services,Neutral
FR,"First Industrial Realty Trust, Inc.",62.9,USD,0.04771751232702583,631304,0.8184522806320647,8619246437.348497,USD,22.90437695725002,2.7462,USD,34.28194220331523,3.00620327660251,Finance,Buy
CBSH,"Commerce Bancshares, Inc.",59.71,USD,-0.9291521486643475,858401,1.0377095272600316,8564335215.56562,USD,14.637674053736026,4.0792,USD,3.34937927539904,1.76096399535424,Finance,Neutral
LNC,Lincoln National Corporation,44.67,USD,-1.7377914650241952,2049800,1.1050967614702176,8551952590.936208,USD,3.8633847644087735,11.5624,USD,101.7413152338911,3.95952485701716,Finance,Neutral
GLXY,Galaxy Digital Inc.,21.87,USD,0.9695290858725801,5746018,0.780026105407288,8548744270.674516,USD,,-0.6017,USD,71.4400987279286,0,Finance,Strong buy
MTCH,"Match Group, Inc.",37.22,USD,-1.9235836627141079,2098056,0.5463911890339872,8543887632.5222645,USD,13.142191306804138,2.8321,USD,39.471092287993685,2.05533596837945,Technology services,Buy
QRVO,"Qorvo, Inc.",96.04,USD,-2.1098766690449424,1331014,1.11175083211294,8472805773.665071,USD,22.28461377822122,4.3097,USD,402.999533146592,0,Electronic technology,Neutral
EMN,Eastman Chemical Company,73.97,USD,-0.1350074254083898,705687,0.7141577681192156,8460497613.194951,USD,19.26954437700263,3.8387,USD,-46.07052542849115,4.52274875118132,Process industries,Buy
SM,SM Energy Company,35.48,USD,5.125925925925916,3682804,0.8380081949412284,8439062224.360296,USD,6.994027085099253,5.0729,USD,-28.25564292583584,2.48888888888889,Energy minerals,Buy
TTAN,"ServiceTitan, Inc.",88.39,USD,-2.223451327433634,701227,0.5819377365535193,8432191868.380641,USD,,-1.4589,USD,59.33493143048278,0,Technology services,Strong buy
IBRX,"ImmunityBio, Inc.",7.92,USD,4.623513870541607,6816455,0.8141143238798308,8393903715.709378,USD,,-0.9692,USD,-96.55242344352058,0,Health technology,Strong buy
ALKS,Alkermes plc,49.85,USD,1.6102731349368102,764040,0.520874415095132,8362998739.013452,USD,129.4805194805195,0.385,USD,-81.51881720430107,0,Health technology,Buy
NCLH,Norwegian Cruise Line Holdings Ltd.,18.18,USD,-4.366123093108899,15650579,1.1961081867878605,8348034953.769595,USD,11.488877654196157,1.5824,USD,13.899085870582311,0,Consumer services,Buy
AOS,A.O. Smith Corporation,61.4,USD,-1.238539488499281,950006,0.6708079498854549,8344785933.418046,USD,17.117845493322925,3.5869,USD,0.04183633625258149,2.31622969277787,Producer manufacturing,Neutral
ZWS,Zurn Elkay Water Solutions Corporation,50.31,USD,-1.2948793407886925,656347,0.8416721904261418,8344622566.001178,USD,30.891563305906914,1.6286,USD,60.9129532654876,0.824014125956445,Producer manufacturing,Buy
KMX,CarMax Inc,58.53,USD,-2.3197596795727646,2461180,1.4108956170101554,8306055670.055907,USD,38.52178491509807,1.5194,USD,-57.98003263364584,0,Retail trade,Neutral
CAVA,"CAVA Group, Inc.",71.02,USD,-4.568664337543678,2822968,0.6058932728042742,8295575986.17307,USD,126.82142857142856,0.56,USD,-52.83018867924528,0,Consumer services,Buy
PATH,"UiPath, Inc.",15.99,USD,-0.1249219237976349,72191361,1.0673333590972902,8284747959.543411,USD,26.381785183963043,0.6061,USD,,0,Technology services,Neutral
VLY,Valley National Bancorp,14.94,USD,-0.46635576282478536,4727918,0.8037139982411822,8255922181.686874,USD,12.612916842549597,1.1845,USD,51.664532650448145,2.93137908061293,Finance,Strong buy
GME,GameStop Corporation,18.4,USD,-1.3933547695605657,5731932,0.5635388884494177,8255918999.999998,USD,14.017979582507998,1.3126,USD,184.60537727666954,0,Retail trade,No rating
SNEX,StoneX Group Inc.,68.41,USD,1.952309985096874,785705,0.6648177905699367,8251390815.352161,USD,17.72693114974994,3.8591,USD,47.982974154459704,0,Finance,Buy
ALGM,"Allegro MicroSystems, Inc.",44.25,USD,-0.3153863482766402,1537992,0.8792850791978134,8248290768.821806,USD,589.214380825566,0.0751,USD,,0,Electronic technology,Strong buy
TWST,Twist Bioscience Corporation,124.41,USD,4.925360546512612,977391,0.5360801027545689,8190211394.863876,USD,,-2.2237,USD,-53.16848050695688,0,Health technology,Strong buy
KRMN,Karman Holdings Inc.,61.78,USD,-0.37090791807772433,2169593,0.7322064665554606,8187932176.291567,USD,220.01424501424503,0.2808,USD,365.6716417910448,0,Electronic technology,Strong buy
ARE,"Alexandria Real Estate Equities, Inc.",46.94,USD,-2.4927295388450412,2276322,1.1102418589960132,8179180296.34732,USD,,-6.0609,USD,-4488.115064345193,7.2289156626506,Finance,Neutral
HESM,Hess Midstream LP,39.66,USD,-2.146558105107339,1322774,1.013531928607271,8177033545.453736,USD,13.677748654986894,2.8996,USD,7.6317743132887905,7.48852701702443,Energy minerals,Sell
OKLO,Oklo Inc.,43.88,USD,-1.1266336187471833,6159437,0.5776268408415791,8162454872.549796,USD,,-0.9398,USD,-132.91201982651796,0,Producer manufacturing,Buy
XP,XP Inc.,15.7,USD,-0.7585335018963401,5867029,1.500879060034303,8117143672.534764,USD,8.61265017280158,1.8229,USD,17.842135884672572,0.00240202275600506,Finance,Strong buy
AVT,"Avnet, Inc.",98.63,USD,3.05088287535263,1236865,0.846079437129539,8090034772.558563,USD,24.716820368885323,3.9904,USD,46.114976199194444,1.46275206352523,Distribution services,Neutral
BVN,Buenaventura Mining Company Inc.,33.96,USD,0.6520450503852959,428733,0.5210064773850526,8056348920.854079,USD,7.675964016093305,4.4242,USD,122.35512891390661,1.24152341434499,Non-energy minerals,Buy
CMC,Commercial Metals Company,72.73,USD,1.535669412257446,859840,0.8185262776312353,8045707666.197543,USD,13.70712401055409,5.306,USD,1609.9581050596196,1.06100795755968,Non-energy minerals,Buy
ACM,AECOM,62.22,USD,-1.4102360957059112,2018335,0.8273925775445211,8007491727.405482,USD,22.717149220489976,2.7389,USD,-44.29846860954627,1.88559657740453,Industrial services,Strong buy
REXR,"Rexford Industrial Realty, Inc.",35.86,USD,-1.0212531051614615,1679227,0.7611535624378388,7996354192.441071,USD,,-1.8052,USD,-234.26552621792487,4.77504830251173,Finance,Neutral
RAL,Ralliant Corporation,71.97,USD,-0.4426615022824836,779544,0.5267748709525093,7962761406.304191,USD,,-10.917,USD,,0.276663438926546,Electronic technology,Buy
FIGR,"Figure Technology Solutions, Inc.",35.755,USD,13.760738148265997,9336299,2.0673699662393528,7884542647.420618,USD,41.01284698325304,0.8718,USD,,0,Finance,Buy
MBLY,Mobileye Global Inc.,9.23,USD,3.475336322869961,4040621,0.9926571854632467,7847231484.880046,USD,,-4.9728,USD,-36.48789592139211,0,Technology services,Buy
JOBY,"Joby Aviation, Inc.",7.91,USD,-0.12626262626262355,18371434,0.5368461279650916,7823973032.228536,USD,,-0.9805,USD,7.325141776937619,0,Electronic technology,Neutral
HXL,Hexcel Corporation,103.1,USD,-0.9320649562794263,692557,0.915233128685988,7796777799.516672,USD,51.96834517868844,1.9839,USD,84.24034175334324,0.672624195253195,Electronic technology,Neutral
QBTS,D-Wave Quantum Inc.,20.87,USD,-1.4170996693434137,10078290,0.6028935761821034,7772821805.298534,USD,,-0.7085,USD,32.81813009671913,0,Electronic technology,Strong buy
AXTA,Axalta Coating Systems Ltd.,36.11,USD,-3.216295899222736,1688958,1.095874678650604,7728262638.43018,USD,22.24755098268745,1.6231,USD,-20.225105671876545,0,Process industries,Buy
NOV,NOV Inc.,21.6,USD,2.1759697256386037,2637097,0.8964538684028972,7699927145.960264,USD,82.91746641074856,0.2605,USD,-78.59842260926717,1.56102175969726,Industrial services,Neutral
TEX,Terex Corporation,67.34,USD,-0.853945818610127,947283,0.8809509195607536,7696961998.017079,USD,34.93463374144014,1.9276,USD,-28.130942172178518,1.00117785630153,Producer manufacturing,Buy
MXL,"MaxLinear, Inc",84.76,USD,-0.09429514380009228,2835417,1.2217331555854531,7687153935.601132,USD,,-1.1897,USD,51.948786299931335,0,Electronic technology,Buy
CIFR,Cipher Digital Inc.,18.5,USD,3.6124334920190395,26941962,0.7046045648967701,7678068330.775693,USD,,-2.757,USD,-522.4881463084218,0,Technology services,Strong buy
ZG,"Zillow Group, Inc.",34.32,USD,-2.389078498293505,1454391,1.004469655180368,7649653962.2184305,USD,152.33022636484688,0.2253,USD,,0,Technology services,Buy
TAP,Molson Coors Beverage Company,40.74,USD,-4.7463175122749615,2739790,1.0260319386281014,7606669505.607202,USD,,-11.5424,USD,-327.2976113113172,4.4423661444938,Consumer non-durables,Neutral
Z,"Zillow Group, Inc.",33.72,USD,-3.0477285796434797,5039359,1.111191300523354,7598036324.28407,USD,149.66711051930758,0.2253,USD,,0,Technology services,Buy
VIST,Vista Energy S.A.B. de C.V.,72.16,USD,5.636070853462149,1629613,2.3090320605183745,7595185694.375,USD,9.643964503367902,7.4824,USD,35.08575555154361,0,Energy minerals,Strong buy
CELH,"Celsius Holdings, Inc.",29.945,USD,2.9391543485733944,17928436,1.0346142413310604,7577134595.41131,USD,129.51989619377164,0.2312,USD,-36.255858836504004,0,Consumer non-durables,Buy
LGN,Legence Corp.,70.04,USD,5.5216572504708195,1382208,1.2683233444195519,7566976785.243239,USD,,-0.5339,USD,-11.275531471446444,0,Industrial services,Strong buy
SBSW,D/B/A Sibanye-Stillwater Limited,10.97,USD,1.8570102135561846,5241388,1.0703760705725265,7558424094.176801,USD,,-0.4045,USD,27.858034599607624,2.3096843082637,Non-energy minerals,Neutral
TXG,"10x Genomics, Inc.",57.99,USD,3.3874130861116036,2256875,0.6365305993285851,7555584825.99269,USD,,-0.5897,USD,16.021076616348623,0,Health technology,Buy
BLDR,"Builders FirstSource, Inc.",70.21,USD,-3.171976279133928,1633131,0.8423163316161877,7554347033.848847,USD,76.35671560630777,0.9195,USD,-86.04047427469675,0,Retail trade,Buy
TGTX,"TG Therapeutics, Inc.",49.28,USD,1.1079195732457923,1062887,0.43248194368852655,7543242847.69799,USD,17.949371699144056,2.7455,USD,633.6985569214324,0,Health technology,Strong buy
UGI,UGI Corporation,35.09,USD,-0.7916313259824541,1324030,0.8123911135261406,7526628080.724061,USD,11.711110369455662,2.9963,USD,57.932742989668995,4.24088210347752,Distribution services,Buy
RIOT,"Riot Platforms, Inc.",20.04,USD,5.390481199053371,17713587,0.668448641701748,7520188948.821456,USD,,-3.7193,USD,-701.7460659624919,0,Technology services,Strong buy
SFM,"Sprouts Farmers Market, Inc.",80.6,USD,-2.30303030303031,1207081,0.805636514256073,7515758757.204847,USD,15.44357156543399,5.219,USD,7.524001813012498,0,Retail trade,Buy
OMF,"OneMain Holdings, Inc.",65.15,USD,-0.8069427527405619,752204,0.8034253379692928,7494951528.865713,USD,9.824915926467707,6.6311,USD,19.86587371884095,6.37941534713764,Finance,Buy
S,"SentinelOne, Inc.",21.82,USD,-5.581999134573774,8595903,1.2798945900511374,7479977065.407182,USD,,-0.954,USD,27.91839818662637,0,Technology services,Buy
ORKA,"Oruka Therapeutics, Inc.",112.66,USD,1.458933717579242,514863,0.6872486786964963,7459184177.012968,USD,,-2.4628,USD,32.27367726322737,0,Health technology,Strong buy
