Symbol,Description,Price,Price - Currency,"Price change %, 1 day","Volume, 1 day","Relative volume, 1 day",Market capitalization,Market capitalization - Currency,Price to earnings ratio,"Earnings per share diluted, Trailing 12 months","Earnings per share diluted, Trailing 12 months - Currency","Earnings per share diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst rating
AME,"AMETEK, Inc.",254.17,USD,-0.24333765061423313,1931975,1.4829607371853302,58271329291.39369,USD,37.15175256526442,6.8414,USD,10.327366553781657,0.510224106126614,Producer manufacturing,Buy
NKE,"Nike, Inc.",39.09,USD,-4.0265160815123835,58657502,2.499718343555406,57989964075.50971,USD,18.630254503860456,2.0982,USD,-2.8296207104154196,4.0019641541861,Consumer non-durables,Neutral
FANG,"Diamondback Energy, Inc.",206.29,USD,1.8866992640885034,1178401,0.6490635322168282,57766224134.00855,USD,39.96706383803158,5.1615,USD,-63.303828516583124,2.04968637328987,Energy minerals,Strong buy
DAL,"Delta Air Lines, Inc.",87.59,USD,-1.9697817571348526,3938826,0.9338595074215236,57601196345.69436,USD,14.551525924941439,6.0193,USD,-12.686577989236861,0.87017347509793,Transportation,Strong buy
VALE,VALE S.A.,13.75,USD,0.8804108584005812,10426388,0.43215088041621114,56892655627.23599,USD,28.996204133277097,0.4742,USD,-60.55892871995342,6.66576669112252,Non-energy minerals,Buy
SRE,DBA Sempra,85.94,USD,-0.5439185279481529,3285944,0.711337519169206,56196201952.37889,USD,24.905091720520474,3.4507,USD,-16.443895588164086,3.01469737298924,Utilities,Buy
TAK,Takeda Pharmaceutical Company Limited,17.38,USD,-1.4180374361883155,2465382,0.6836421382632091,56194970656.582855,USD,,-0.3374,USD,-214.17935702199662,3.31163357912649,Health technology,Buy
F,Ford Motor Company,14.05,USD,-2.2268615170493984,31475766,0.745774331047109,56027794439.5268,USD,,-1.7311,USD,-320.88809493428613,4.17536534446764,Consumer durables,Buy
ALAB,"Astera Labs, Inc.",320.17,USD,-0.44774727154006333,5695606,1.1777037889513031,55544724313.68952,USD,157.6415558838011,2.031,USD,256.1283534981589,0,Electronic technology,Buy
LNG,"Cheniere Energy, Inc.",266.93,USD,-1.7339125312914077,1513689,0.9564408993958651,55130163410.950455,USD,19.86204535984285,13.4392,USD,-21.674311258239555,0.797010749521425,Industrial services,Strong buy
MT,Arcelor Mittal NY Registry Shares NEW,73.8,USD,-0.0812347684809129,1131415,0.9278106615627096,54830383961.35501,USD,31.0841546626232,2.3742,USD,-27.529684686059642,0.661724884917411,Non-energy minerals,Buy
CAH,"Cardinal Health, Inc.",235.66,USD,0.20835990985245104,1802012,0.8035744824080588,54808795956.503815,USD,32.56051729855201,7.2376,USD,12.39381939591583,0.870816855891483,Distribution services,Buy
BAYRY,Bayer A.G.,13.84,USD,0,308318,0.25227195145140774,54297729717.484505,USD,,-0.5118,USD,47.226232212827384,0.167745898677459,Health technology,Buy
NDAQ,"Nasdaq, Inc.",96.68,USD,-0.35044320758605363,2140044,0.7881612366481707,54041928904.54876,USD,28.17344678867001,3.4316,USD,31.852762621993403,1.15440115440115,Finance,Strong buy
DEO,Diageo plc,91.82,USD,-3.7929589270746065,1172267,0.6871596418251728,53070477979.827,USD,29.625088726850354,3.0994,USD,-26.807726821895812,3.39396479463537,Consumer non-durables,Buy
STT,State Street Corporation,193.04,USD,0.6780014603108286,1569188,1.1270775263892368,53028427669.45488,USD,17.020526204415603,11.3416,USD,27.095263175588595,1.75237300511109,Finance,Buy
CRDO,Credo Technology Group Holding Ltd,282.82,USD,8.81877645248173,5762820,1.3234328370959683,52739675615.795074,USD,114.04952012259052,2.4798,USD,789.7739504843918,0,Technology services,Strong buy
EW,Edwards Lifesciences Corporation,90.81,USD,-0.8624454148471529,2246351,0.6883490098761191,52342885345.296616,USD,53.88677901732732,1.6852,USD,15.046422719825225,0,Health technology,Buy
DVN,Devon Energy Corporation,47.57,USD,3.751363140676115,14835270,1.4379237654318833,52326998259.052124,USD,11.264770655236923,4.2229,USD,-5.407342696503363,2.26826608505998,Energy minerals,Strong buy
FITB,Fifth Third Bancorp,57.6,USD,-0.7922838442990024,7703157,1.6630448376722533,52237013735.19807,USD,19.60450631360403,2.9381,USD,-8.564404195064261,2.75576989321392,Finance,Buy
LHX,"L3Harris Technologies, Inc.",278.38,USD,-4.605578781440613,2981352,2.042929202256673,51838425788.34384,USD,28.11691984486102,9.9008,USD,10.543180930050802,1.67911726406689,Electronic technology,Buy
PYPL,"PayPal Holdings, Inc.",60.47,USD,-1.9299383717158576,9233741,0.9699904948980105,51729719071.53163,USD,11.42711364753014,5.2918,USD,13.295366960691968,0.681154719429128,Commercial services,Neutral
CARR,Carrier Global Corporation,62.56,USD,-0.35043007327174075,5354125,1.0566204706299522,51569775579.41255,USD,44.08427876823339,1.4191,USD,-43.37642646237332,1.50525645109908,Producer manufacturing,Buy
ADSK,"Autodesk, Inc.",241.64,USD,-3.981562425494719,1542213,0.8867631617698936,50986040742.22253,USD,35.307869896840934,6.8438,USD,46.64866718093768,0,Technology services,Strong buy
CTVA,"Corteva, Inc.",76.01,USD,-0.8737610850286928,3228954,0.6561738322520231,50713566937.01721,USD,50.25122305963242,1.5126,USD,-26.404904393519196,0.938967136150235,Process industries,Buy
ETR,Entergy Corporation,108.52,USD,0.6305637982195778,1722307,0.7582579026151273,50638848686.38761,USD,27.747379186908717,3.911,USD,-2.653325368379127,2.33679525222552,Utilities,Buy
AU,AngloGold Ashanti PLC,99.6,USD,3.426791277258564,1573929,0.6192424867035873,50298746284.286606,USD,13.329586060143734,7.4721,USD,9056.985294117647,4.77673935617861,Non-energy minerals,Buy
INFY,Infosys Limited,11.62,USD,-3.887510339123248,15418496,0.8055935380498122,49689399952.058624,USD,14.240196078431373,0.816,USD,5.740572761435777,3.69252274607113,Technology services,Buy
BDX,"Becton, Dickinson and Company",182.09,USD,-0.7142857142857155,1310491,0.6714526204816127,49598912637.37858,USD,54.92248295831574,3.3154,USD,-40.38122639812983,2.28462377317339,Health technology,Buy
XEL,Xcel Energy Inc.,79.21,USD,0.050524188455212886,2848770,0.644734479440453,49477284798.95743,USD,21.68236067009745,3.6532,USD,1.3426542387927207,2.93671845395983,Utilities,Strong buy
RKLB,Rocket Lab Corporation,82.08,USD,2.280373831775699,18111742,0.8668863419474705,49112611083.561874,USD,,-0.2796,USD,38.885245901639344,0,Electronic technology,Buy
AXON,"Axon Enterprise, Inc.",604.32,USD,-1.3886395900983945,573058,0.4751861040126027,49093393885.868256,USD,250.27747867141557,2.4146,USD,-40.31097817219983,0,Electronic technology,Strong buy
VST,Vistra Corp.,146.11,USD,-1.3636670492135163,4037720,0.7851520294301143,49039659647.04983,USD,24.663245670301478,5.9242,USD,-6.008345364832065,0.614325254843718,Utilities,Strong buy
XYZ,"Block, Inc.",80.2,USD,-3.233590733590725,3438958,0.6062728337936761,48183916119.61872,USD,142.78084386683284,0.5617,USD,-87.9842556741609,0,Commercial services,Strong buy
STM,STMicroelectronics N.V.,55.79,USD,2.7629397679130596,9510035,1.3147600768696328,48183036850.62001,USD,111.02487562189056,0.5025,USD,-26.866540532673568,0.563639712654264,Electronic technology,Buy
FLEX,Flex Ltd.,130,USD,3.043753963221309,2716327,0.816576074008719,48022385426.9182,USD,50.19692640358329,2.5898,USD,13.732378902990646,0,Electronic technology,Strong buy
VTR,"Ventas, Inc.",91.17,USD,-0.38243006993006373,2910973,0.9307208875815264,47804654985.196365,USD,167.22303741746148,0.5452,USD,26.057803468208096,2.18531468531469,Finance,Buy
UMC,United Microelectronics Corporation (NEW),19.53,USD,1.984334203655366,7972813,0.6921813131127262,47443971055.59375,USD,18.65685899885365,1.0468,USD,104.81314811191547,1.6013681462141,Electronic technology,Sell
FERG,Ferguson Enterprises Inc.,244.98,USD,0.01633052992569284,1448320,0.1943437582431921,47392046106.597694,USD,21.928819506606036,11.1716,USD,37.48477054284554,1.43214868947497,Distribution services,Buy
WDAY,"Workday, Inc.",191.18,USD,-3.7749144352728004,4584232,0.8654952675342893,47221458259.2882,USD,59.64310226492793,3.2054,USD,76.99613473219216,0,Technology services,Buy
EXC,Exelon Corporation,45.57,USD,-0.6323593545573466,4994038,0.8008820990084479,47039811134.20127,USD,16.695365451547904,2.7295,USD,3.6177966745121837,3.57610117749673,Utilities,Neutral
CCEP,Coca-Cola Europacific Partners plc,105.57,USD,-1.9230769230769298,1609769,0.8023722724150684,46790483968.03846,USD,20.395270661875507,5.1762,USD,42.72872663100424,2.22036417688592,Consumer non-durables,Buy
HUM,Humana Inc.,384.31,USD,-1.2183523968641585,756587,0.6371188663097695,46148061337.64876,USD,36.395060325397274,10.5594,USD,-18.957127726526167,0.90990875208842,Health services,Buy
FER,Ferrovial N.V.,63.92,USD,-0.32745984718539495,696070,0.5600602615733343,45909451518.41297,USD,66.74104269531003,0.9577315160000001,USD,-82.53181421518218,1.7026036036036,Industrial services,Buy
MDLN,Medline Inc.,34.88,USD,-2.4062674874090635,3741808,0.39068013227049103,45856998717.44824,USD,40.90056285178237,0.8528,USD,-46.20915857196922,0,Health technology,Buy
RVMD,"Revolution Medicines, Inc.",212,USD,4.069510578763925,2440303,1.5707294353484684,45439323763.290955,USD,,-8.8145,USD,-95.67340777410264,0,Health technology,Strong buy
NTRA,"Natera, Inc.",314.18,USD,1.3712773852160165,1271463,0.7627594807493462,45287212701.94141,USD,,-1.3686,USD,28.01767211907642,0,Health technology,Strong buy
TTWO,"Take-Two Interactive Software, Inc.",241.61,USD,-2.162381048795293,1654690,0.6709485665164352,45176343123.17518,USD,,-1.7318,USD,92.76511480231275,0,Technology services,Strong buy
EBAY,eBay Inc.,100.94,USD,-2.133023075431455,6499504,1.3160664122401333,44918299733.80182,USD,20.897252758627825,4.8303,USD,6.7398846485316035,1.16346713205352,Retail trade,Neutral
VIK,Viking Holdings Ltd,99.86,USD,1.9083579957138532,2971537,1.2217857454019345,44553248066.12593,USD,37.18903619842097,2.6852,USD,117.98993343075175,0,Consumer services,Buy
ODFL,"Old Dominion Freight Line, Inc.",211.96,USD,0.4692610323742756,1359848,0.8096660159241001,43951311213.31943,USD,40.79213256095918,5.1961,USD,1.4843460088670244,0.540361188794615,Transportation,Neutral
MCHP,Microchip Technology Incorporated,80.26,USD,1.3767841354048294,8530646,0.7776059729909311,43581874604.32564,USD,119.98804006577964,0.6689,USD,,2.29885057471264,Electronic technology,Buy
LYV,"Live Nation Entertainment, Inc.",184.44,USD,-2.133078637376637,1629269,0.8115631797244917,43460311674.52339,USD,,-1.1202,USD,-148.655692133953,0,Consumer services,Buy
TRI,Thomson Reuters Corp,99.06,USD,-4.391468005018818,1148120,0.5290320214311146,43243539288.73061,USD,27.32184370647702,3.6256703999999997,USD,-2.5555621865246043,2.40648345524208,Technology services,Buy
PRU,"Prudential Financial, Inc.",124.56,USD,-0.4555262526971895,1239583,0.6109840127107711,42973199056.3184,USD,11.282608695652176,11.04,USD,144.26399982299708,4.39542875409574,Finance,Neutral
CCJ,Cameco Corporation,98.58,USD,0.8594229588704763,2518045,0.9273530906343652,42934838323.71688,USD,171.83508294380798,0.5736895999999999,USD,-36.25029364067095,0.177043375627029,Non-energy minerals,Strong buy
CBRE,CBRE Group Inc,147.96,USD,-3.2055475598586978,1008221,0.7126456053010908,42845564131.15478,USD,33.926442263597174,4.3612,USD,22.18642310817247,0,Finance,Strong buy
CMG,"Chipotle Mexican Grill, Inc.",33.76,USD,0.7761194029850687,15310016,0.7271468607480879,42720510624.87402,USD,31.14103864957107,1.0841,USD,-4.172191284363114,0,Consumer services,Buy
HLN,Haleon plc,9.58,USD,-1.2371134020618477,3896538,0.5618984318752347,42376332894.918,USD,19.699773802179724,0.4863,USD,12.387335336260698,1.88737113402062,Health technology,Buy
PAYX,"Paychex, Inc.",118.54,USD,-2.8519914768070724,2760245,1.164202319728728,42162645221.63826,USD,24.2393260265009,4.8904,USD,6.805276491657191,3.72070152434027,Technology services,Neutral
TEVA,Teva Pharmaceutical Industries Limited,36.46,USD,-0.8430785966820838,3584896,0.6664390359669456,42155322094.38104,USD,61.30822263326047,0.5947,USD,,0,Health technology,Strong buy
A,"Agilent Technologies, Inc.",148.45,USD,-0.05386117282704673,964634,0.7041153896855914,41927022009.52164,USD,29.81582277209825,4.9789,USD,22.799358737205583,0.682017100922372,Health technology,Buy
WCN,"Waste Connections, Inc.",165.01,USD,-0.7697396115220406,877712,0.739183971254331,41590692400.273476,USD,40.91847431050845,4.0326528,USD,59.043404662731426,0.816237971391417,Industrial services,Strong buy
DHI,"D.R. Horton, Inc.",148.34,USD,-0.31583898931523346,1697573,0.8329365095136394,41490889263.0029,USD,14.112297125026162,10.5114,USD,-15.746358980113653,1.17599623681204,Consumer durables,Neutral
KDP,Keurig Dr Pepper Inc.,30.28,USD,-3.6895674300254457,10382423,0.7490225841092062,41205813488.398224,USD,30.688152427282862,0.9867,USD,-12.456747404844288,2.92620865139949,Consumer non-durables,Buy
RKT,"Rocket Companies, Inc.",14.5,USD,-1.7615176151761502,18414917,0.6257128006074691,41058814746.951225,USD,96.47371922821026,0.1503,USD,,0,Finance,Buy
HMC,"Honda Motor Company, Ltd.",31.9,USD,1.013299556681445,875510,0.737103488316096,40497911320.6667,USD,,-0.8194,USD,-128.78016227038037,3.40407219759341,Consumer durables,Buy
TEAM,Atlassian Corporation,158.34,USD,-2.3918135864874834,3048933,0.4518262599309119,40181603860.937004,USD,,-0.187,USD,80.95723014256619,0,Technology services,Strong buy
ED,"Consolidated Edison, Inc.",108.99,USD,0.17463235294117438,1602451,0.7199941086730559,40166055758.54697,USD,17.89890297576036,6.0892,USD,10.407600812300547,3.19393382352941,Utilities,Neutral
NTAP,"NetApp, Inc.",204.2,USD,-1.3907668533900055,2106611,0.7822925336943659,40071037918.61696,USD,32.11802824876529,6.3578,USD,11.901577020557582,1.00444272744833,Electronic technology,Buy
COIN,"Coinbase Global, Inc.",150.55,USD,1.400956422172838,5767749,0.8115901295989106,39720660350,USD,,-3.8414,USD,-137.16237133348812,0,Finance,Buy
IQV,"IQVIA Holdings, Inc.",241.24,USD,1.9352657821347135,1521551,1.2948761896462397,39708106086.6149,USD,29.924209533969265,8.0617,USD,16.773614148934634,0,Health technology,Strong buy
UAL,"United Airlines Holdings, Inc.",122.26,USD,-2.4573161002074344,2446052,0.8168155709387739,39683610652.3027,USD,11.4268089799428,10.6994,USD,7.196601576980504,0,Transportation,Strong buy
AIG,"American International Group, Inc. New",75.81,USD,-1.0829853862212921,2223594,0.6929656288307612,39640527675.679535,USD,13.88868532903415,5.4584,USD,1.1714116251482827,2.41388308977035,Finance,Buy
YUM,"Yum! Brands, Inc.",145.14,USD,-2.0052663560867106,2954233,1.212348399151259,39608864732.849495,USD,18.253618905084704,7.9513,USD,57.04100173803127,1.97150766322328,Consumer services,Buy
ADM,Archer-Daniels-Midland Company,81.29,USD,1.0441267868241186,3468899,0.845478287514664,39178493969.2138,USD,22.25172451549327,3.6532,USD,60.792253521126774,2.56059664387819,Process industries,Neutral
CLS,"Celestica, Inc.",340.4,USD,1.5967766005073765,2164005,0.6501925950745981,39139903060.867096,USD,36.32504900253379,9.370944,USD,98.90343083087613,0,Electronic technology,Strong buy
SYY,Sysco Corporation,81.85,USD,-1.373659477045428,2175755,0.4760975404386026,39139243711.231476,USD,22.38295777729162,3.6568,USD,-2.0727331155267503,2.61477286420051,Distribution services,Buy
ADYEY,Adyen N.V.,11.98,USD,-2.204081632653058,4816220,4.758771632969627,38899180335.3075,USD,28.874427572909138,0.4149,USD,20.330626450116007,0,Commercial services,Strong buy
P,"Everpure, Inc.",116.99,USD,-0.990182802979013,3130006,0.8971098900758742,38888054871.787315,USD,177.8504104591061,0.6578,USD,77.01829924650163,0,Electronic technology,Buy
JBL,Jabil Inc.,369.89,USD,1.8700082621867151,707779,0.6697846613436859,38759696072.20674,USD,46.162966291013014,8.0127,USD,55.77091312039503,0.0881299917378133,Producer manufacturing,Buy
VEEV,Veeva Systems Inc.,238.34,USD,-2.219487179487178,1008526,0.5137255942699348,38716735725.98892,USD,42.43870301454746,5.6161,USD,19.0078616685385,0,Technology services,Buy
IRM,Iron Mountain Incorporated (Delaware),129.9,USD,0.3631306497720767,1209777,0.6642633106803414,38671594106.39805,USD,92.71286846049533,1.4011,USD,920.4661325564457,2.60913234953257,Finance,Buy
ROP,"Roper Technologies, Inc.",389.71,USD,-2.411478940251414,764270,1.024218498516882,38542658192.32619,USD,16.149966640006298,24.1307,USD,69.57863076079778,0.890218861120849,Technology services,Neutral
PCG,Pacific Gas & Electric Co.,17.5,USD,-1.9058295964125553,19225999,0.711467747937836,38541421838.84529,USD,12.765336640163396,1.3709,USD,26.79430262671107,0.980941704035875,Utilities,Buy
EXPE,"Expedia Group, Inc.",318.5,USD,-4.265231897562295,2251814,1.2565241982356317,38226016031.22577,USD,19.8646583715346,16.0335,USD,96.19323813369553,0.529021010550362,Consumer services,Buy
VOD,Vodafone Group Plc,16.2,USD,-1.3398294762484921,3899032,0.7808651750909058,38006089031.988,USD,,-0.2323,USD,87.01726932319902,3.05808769792935,Communications,Neutral
CCL,Carnival Corporation Ltd.,27.73,USD,-1.3869132290184942,13671991,0.8466895990969794,37980372615.78378,USD,12.488740767429292,2.2204,USD,20.346883468834697,1.06685633001422,Consumer services,Buy
TGOPY,3i Group,9.58,USD,-0.10427528675703635,4738789,3.4715622146813256,37706020191.378,USD,5.307479224376731,1.805,USD,8.839845634346348,2.38741651648468,Miscellaneous,Buy
PEG,Public Service Enterprise Group Incorporated,75.61,USD,-0.5654918463966423,3857990,1.3593928226973666,37685539976.52262,USD,18.800974736423314,4.0216,USD,1.5555555555555636,3.41925302472383,Utilities,Buy
MSTR,Strategy Inc,97.68,USD,4.987102321582116,20353369,1.2870190618592192,37531148211.13156,USD,,-97.2071,USD,-955.7415004313606,0,Technology services,Strong buy
HIG,"The Hartford Insurance Group, Inc.",136.71,USD,-0.9491378061150574,960721,0.6694960916833497,37030913534.860016,USD,8.835447782897841,15.4729,USD,40.27124298548596,1.680915809303,Finance,Buy
STLD,"Steel Dynamics, Inc.",258.16,USD,0.9344332798999159,762499,0.7578840168561578,37001581489.53388,USD,23.417997097242385,11.024,USD,60.82161405146758,0.805411111545529,Non-energy minerals,Buy
TKO,"TKO Group Holdings, Inc.",195.14,USD,-3.0504769475357785,1024279,0.7790506750034836,36934091813.589424,USD,67.50380517503805,2.8908,USD,33.093922651933696,1.54511128775835,Consumer services,Buy
MTB,M&T Bank Corporation,252.86,USD,-0.4840804439371836,917456,1.1205383336533281,36517094918.048325,USD,13.351003727678808,18.9394,USD,22.687551418336348,2.36136801920579,Finance,Neutral
HSY,The Hershey Company,181.06,USD,-1.7153403539246534,1064557,0.8295660039689238,36379645648.69646,USD,26.45219728845255,6.8448,USD,-9.041620156274913,3.06372815112366,Consumer non-durables,Neutral
HBAN,Huntington Bancshares Incorporated,17.95,USD,0.22333891680624873,22764847,0.9780878156300712,36266447450.99107,USD,13.83749614554425,1.2972,USD,-3.4102755026061105,3.46175321049693,Finance,Buy
ALC,Alcon Inc.,72.49,USD,-2.3703703703703773,1283072,0.5780022004295536,36223254066.80241,USD,56.51689634559518,1.28262528,USD,-45.933826736243645,0.4614370468029,Health technology,Buy
KVUE,Kenvue Inc.,18.79,USD,-2.1354166666666674,27969749,1.3447766665067216,36091336618.28698,USD,21.782981683283097,0.8626,USD,17.18516505909524,4.32291666666667,Consumer non-durables,Neutral
VMC,Vulcan Materials Company (Holding Company),278.15,USD,-1.3652482269503627,702291,0.7697514809658067,36042325237.89841,USD,32.831680830972616,8.472,USD,18.428225953003338,0.716312056737589,Non-energy minerals,Buy
WEC,"WEC Energy Group, Inc.",110.49,USD,-0.02714440825190114,2375731,0.8513622962837591,36003095271.33985,USD,21.39869078514157,5.1634,USD,-1.0217187110625514,3.33876221498371,Utilities,Buy
KMB,Kimberly-Clark Corporation,107.91,USD,-2.2465803061871585,2958409,0.771032623879837,35888604065.04855,USD,18.389883944852503,5.8679,USD,-19.11699840105862,4.60186611106079,Consumer non-durables,Buy
STRC,Strategy Inc - Variable Rate Series A Perpetual Stretch Preferred Stock,94.36,USD,-0.44313146233382744,1124819,0.8165557956333588,35748341826,USD,,-97.2071,USD,-955.7415004313606,0,Technology services,No rating
GFI,Gold Fields Limited,41.5,USD,3.1312127236580465,3169017,0.8230479084813035,35678101028.5562,USD,10.497559001340653,3.9533,USD,187.05344176590185,2.9826416500994,Non-energy minerals,Buy
BIDU,"Baidu, Inc.",104.12,USD,0.4340696440628946,3737247,1.866028507456106,35496673917.9962,USD,,-0.0232,USD,-100.23108950734108,0,Technology services,Strong buy
EC,Ecopetrol S.A.,17.67,USD,2.9120559114735,1257196,0.5844524915132784,35348228543.63298,USD,10.375807398708163,1.703,USD,18.116243584408387,3.78153756552126,Energy minerals,Neutral
MDB,"MongoDB, Inc.",438.7,USD,-4.698803032607042,1623357,0.932892593025084,35285486899.14236,USD,,-0.371,USD,67.75595341560926,0,Technology services,Buy
TWLO,Twilio Inc.,228.61,USD,-4.026028547439116,3150158,0.916706893045634,35108831927.160545,USD,31.81059193499012,7.1866,USD,5800.328407224959,0,Technology services,Buy
QSR,Restaurant Brands International Inc.,77.16,USD,-0.6182380216383359,2013200,0.7946755945698695,35070101713.00464,USD,22.80613602104454,3.3833,USD,28.374122557389498,3.2715095311695,Consumer services,Buy
NTRS,Northern Trust Corporation,191.47,USD,0.03134632464343675,975827,0.8995277932385921,35030520499.687584,USD,16.435616367803462,11.6497,USD,36.923203497802106,1.67180398098323,Finance,Neutral
RJF,"Raymond James Financial, Inc.",179.48,USD,-0.7355787843592791,793522,0.9271247568044514,34525081910.400314,USD,15.644503329730481,11.4724,USD,12.601462433135408,1.17250152093358,Finance,Buy
PUK,Prudential Public Limited Company,28.19,USD,1.1119081779053166,1205721,1.0697930899863362,34452166205.028,USD,9.182410423452769,3.07,USD,82.61852358574741,1.80057388809182,Finance,Strong buy
VG,"Venture Global, Inc.",13.75,USD,-1.7155110793423891,12395889,0.88650202969375,34381714983.02359,USD,10.449916400668794,1.3158,USD,147.3308270676692,0.50035739814153,Industrial services,Buy
KR,Kroger Company (The),56.07,USD,-1.0936673134591595,5714053,0.9632467784169787,34351135458.104256,USD,32.79330915896596,1.7098,USD,-53.52794085670798,2.46957135297231,Retail trade,Buy
RPRX,Royalty Pharma plc,59.45,USD,1.4505119453924937,2359984,0.7548192094987094,34186801495.455627,USD,31.647591163162097,1.8785,USD,-18.219416630387464,1.55290102389078,Health technology,Buy
SUNB,"Sunbelt Rentals Holdings, Inc.",83.14,USD,-1.957547169811317,2385642,1.3201775368464217,34083042262.979954,USD,,,,,0,Finance,Buy
ERIC,Ericsson,10.17,USD,-0.9737098344693248,7479912,0.7255100521764257,34065935113.939,USD,13.005115089514065,0.782,USD,56.368726254749056,2.02969814995131,Electronic technology,Neutral
JD,"JD.com, Inc.",28.5,USD,-1.927047487955949,8923458,0.8365576288874331,33833397783.239597,USD,19.22169015984353,1.4827,USD,-58.131194758986815,3.37233310392292,Retail trade,Strong buy
DXCM,"DexCom, Inc.",88.76,USD,-1.103064066852362,4048868,0.7032200888027976,33494540018.193207,USD,35.0359201073656,2.5334,USD,77.35928311397369,0,Health technology,Strong buy
ACGL,Arch Capital Group Ltd.,97.81,USD,-0.9117617262688598,1738728,1.1487087062485875,33375620502.46713,USD,7.6430184492041295,12.7973,USD,32.18712556294673,0,Finance,Buy
EQT,EQT Corporation,53.01,USD,-2.5909592061742077,8623923,1.546988777576097,33158601578.07717,USD,12.295880497309332,4.3112,USD,131.89715453714166,1.19900771775083,Energy minerals,Buy
KGC,Kinross Gold Corporation,27.72,USD,1.501281581838155,4612556,0.517468799758789,32882592302.033253,USD,10.802765507970042,2.5660095999999997,USD,101.79910384546176,0.529023489047242,Non-energy minerals,Strong buy
GEHC,GE HealthCare Technologies Inc.,72.37,USD,-1.7912878273849822,2251517,0.7479670912910612,32688534906.863216,USD,16.630664583141833,4.3516,USD,-10.913669212029383,0.189985072601438,Health technology,Buy
NTR,Nutrien Ltd.,68.29,USD,0.07327080890974703,1969938,0.6523846668484571,32588673434.013306,USD,14.189169871436855,4.8128256,USD,69.31575031266328,3.22463463569166,Process industries,Buy
ON,ON Semiconductor Corporation,83.38,USD,0.8710379869344288,6578913,0.596548925629196,32460811530.133316,USD,53.689632968448166,1.553,USD,44.896435902220546,0,Electronic technology,Buy
IR,Ingersoll Rand Inc.,82.31,USD,-1.2359011279097685,2950723,0.7180209766488658,31936233382.35769,USD,33.91569491944456,2.4269,USD,89.48313554028732,0.0959923206143509,Producer manufacturing,Buy
CNC,Centene Corporation,64.41,USD,-4.535349044019568,3555483,0.8056334839327173,31818218211.57314,USD,,-10.4394,USD,-358.10710577065714,0,Health services,Buy
TECK,Teck Resources Ltd,64.84,USD,2.0620179442782973,2389414,0.9086119472834757,31806814601.058414,USD,18.095815613351032,3.5831487999999996,USD,1046.4984693457184,0.567086310536464,Non-energy minerals,Neutral
RMD,ResMed Inc.,220.37,USD,-1.8221509400338607,1453880,0.8418150985224984,31788884563.262,USD,21.11673278522011,10.4358,USD,9.756944079258734,1.06923282544774,Health technology,Buy
CCI,Crown Castle Inc.,74.44,USD,-2.0268491708344385,2321365,0.6173963772962051,31670904675.77204,USD,16.408040909892435,4.5368,USD,,5.59357725717294,Finance,Buy
ARES,Ares Management Corporation,141.34,USD,-1.8608526593528723,1672269,0.6799476101693716,31654186943.335922,USD,64.44758560941135,2.1931,USD,25.463386727688775,3.43007915567282,Finance,Buy
RDDT,"Reddit, Inc.",164.5,USD,-7.630973103487003,37846024,5.889279926979573,31649226962.878315,USD,38.24780859820037,4.3009,USD,263.03705579471597,0,Technology services,Buy
ATI,ATI Inc.,231.78,USD,1.444327731092442,1063134,0.6238456935251101,31561573538.75315,USD,67.76202309603859,3.4205,USD,18.23775450240244,0,Non-energy minerals,Strong buy
FTI,TechnipFMC plc,79.81,USD,1.526523343086125,3900573,1.1506026118618198,31298638426.859436,USD,27.812238639531643,2.8696,USD,35.896950179958324,0.25442055718102,Industrial services,Buy
CFG,"Citizens Financial Group, Inc.",74.31,USD,-0.5620232838217606,3004694,1.0293181020305084,31297648546.953835,USD,16.153645493674187,4.6002,USD,40.27566018174057,2.46219724340961,Finance,Strong buy
EXR,Extra Space Storage Inc,146.89,USD,-0.682893847194063,731386,0.7904636740728572,31033384647.420147,USD,32.88778434533405,4.4664,USD,-2.9317801490883015,4.38133874239351,Finance,Buy
ZM,"Zoom Communications, Inc.",105.56,USD,-0.3775009437523514,2431839,0.8303789247349278,30953594396.251797,USD,15.49049820236261,6.8145,USD,104.61506125390343,0,Technology services,Buy
BIIB,Biogen Inc.,209.15,USD,-0.324071867702429,617238,0.717599616621709,30902748909.618973,USD,37.03998866574576,5.6466,USD,-45.98105806945374,0,Health technology,Buy
CBOE,"Cboe Global Markets, Inc.",295,USD,-0.3849530627405911,523802,0.6536801377340473,30807150952.995205,USD,22.978120156095432,12.8383,USD,50.504091346041115,0.972513000607821,Finance,Neutral
EL,"Estee Lauder Companies, Inc. (The)",84.34,USD,-2.0441347270615458,3049026,1.2699512682743972,30513783551.820446,USD,,-0.6967,USD,71.24638877424681,1.6260162601626,Consumer non-durables,Buy
AEE,Ameren Corporation,109.47,USD,-0.24603608529250595,959838,0.5740003561794929,30306031270.79005,USD,19.269834005175234,5.6809,USD,24.769936966023163,2.66083470020047,Utilities,Buy
ZTS,Zoetis Inc.,72.97,USD,-1.1112616885756976,6554014,0.7601755261722167,30152926633.910282,USD,12.004013950121735,6.0788,USD,4.590502408809359,2.83236210868681,Health technology,Buy
